production_record_id,machine_id,line_id,product_id,production_date,shift,planned_quantity,actual_quantity,efficiency_percentage
PRODREC-0001643,MCH-003-01-04,LINE-003-01,PROD-008,2026-01-12,B,104,86,83.24
PRODREC-0001644,MCH-003-01-04,LINE-003-01,PROD-006,2026-01-12,A,85,75,88.96
PRODREC-0001645,MCH-003-01-04,LINE-003-01,PROD-007,2026-01-13,C,112,109,97.75
PRODREC-0001646,MCH-003-01-04,LINE-003-01,PROD-004,2026-01-13,B,127,119,94.14
PRODREC-0001647,MCH-003-01-04,LINE-003-01,PROD-007,2026-01-14,B,91,78,86.65
PRODREC-0001648,MCH-003-01-04,LINE-003-01,PROD-005,2026-01-14,B,82,81,99.87
PRODREC-0001649,MCH-003-01-04,LINE-003-01,PROD-005,2026-01-15,B,118,118,100.0
PRODREC-0001650,MCH-003-01-04,LINE-003-01,PROD-004,2026-01-15,A,123,116,95.02
PRODREC-0001651,MCH-003-01-04,LINE-003-01,PROD-010,2026-01-16,B,134,130,97.66
PRODREC-0001652,MCH-003-01-04,LINE-003-01,PROD-006,2026-01-16,B,123,123,100.0
PRODREC-0001653,MCH-003-01-04,LINE-003-01,PROD-001,2026-01-17,B,93,81,88.01
PRODREC-0001654,MCH-003-01-04,LINE-003-01,PROD-010,2026-01-17,B,86,79,92.27
PRODREC-0001655,MCH-003-01-04,LINE-003-01,PROD-010,2026-01-18,A,123,118,96.56
PRODREC-0001656,MCH-003-01-04,LINE-003-01,PROD-009,2026-01-18,A,80,78,98.66
PRODREC-0001657,MCH-003-01-04,LINE-003-01,PROD-008,2026-01-19,C,95,92,96.86
PRODREC-0001658,MCH-003-01-04,LINE-003-01,PROD-009,2026-01-19,C,113,109,97.34
PRODREC-0001659,MCH-003-01-04,LINE-003-01,PROD-007,2026-01-20,B,147,138,93.94
PRODREC-0001660,MCH-003-01-04,LINE-003-01,PROD-001,2026-01-20,B,90,90,100.0
PRODREC-0001661,MCH-003-01-04,LINE-003-01,PROD-010,2026-01-21,B,134,116,86.8
PRODREC-0001662,MCH-003-01-04,LINE-003-01,PROD-007,2026-01-21,B,82,76,93.51
PRODREC-0001663,MCH-003-01-04,LINE-003-01,PROD-002,2026-01-22,B,96,88,92.42
PRODREC-0001664,MCH-003-01-04,LINE-003-01,PROD-005,2026-01-22,A,127,117,92.29
PRODREC-0001665,MCH-003-01-04,LINE-003-01,PROD-008,2026-01-23,C,88,88,100.0
PRODREC-0001666,MCH-003-01-04,LINE-003-01,PROD-002,2026-01-23,C,83,81,98.58
PRODREC-0001667,MCH-003-01-04,LINE-003-01,PROD-008,2026-01-24,A,113,111,98.66
PRODREC-0001668,MCH-003-01-04,LINE-003-01,PROD-002,2026-01-24,B,112,105,94.13
PRODREC-0001669,MCH-003-01-04,LINE-003-01,PROD-008,2026-01-25,B,133,85,64.04
PRODREC-0001670,MCH-003-01-04,LINE-003-01,PROD-007,2026-01-25,A,115,70,61.18
PRODREC-0001671,MCH-003-01-04,LINE-003-01,PROD-010,2026-01-26,B,121,116,96.44
PRODREC-0001672,MCH-003-01-04,LINE-003-01,PROD-001,2026-01-26,C,90,82,92.07
PRODREC-0001673,MCH-003-01-04,LINE-003-01,PROD-009,2026-01-27,C,142,130,91.65
PRODREC-0001674,MCH-003-01-04,LINE-003-01,PROD-001,2026-01-27,C,92,82,89.66
PRODREC-0001675,MCH-003-01-04,LINE-003-01,PROD-010,2026-01-28,B,95,95,100.0
PRODREC-0001676,MCH-003-01-04,LINE-003-01,PROD-005,2026-01-28,B,141,141,100.0
PRODREC-0001677,MCH-003-01-04,LINE-003-01,PROD-009,2026-01-29,B,117,110,94.35
PRODREC-0001678,MCH-003-01-04,LINE-003-01,PROD-003,2026-01-29,A,92,82,89.68
PRODREC-0001679,MCH-003-01-04,LINE-003-01,PROD-001,2026-01-30,C,118,111,94.39
PRODREC-0001680,MCH-003-01-04,LINE-003-01,PROD-010,2026-01-30,A,88,87,99.89
PRODREC-0001681,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-01,B,99,81,81.82
PRODREC-0001682,MCH-003-02-01,LINE-003-02,PROD-002,2026-01-01,B,84,77,92.37
PRODREC-0001683,MCH-003-02-01,LINE-003-02,PROD-009,2026-01-02,C,138,123,89.51
PRODREC-0001684,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-02,B,144,143,99.91
PRODREC-0001685,MCH-003-02-01,LINE-003-02,PROD-009,2026-01-03,C,146,139,95.47
PRODREC-0001686,MCH-003-02-01,LINE-003-02,PROD-007,2026-01-03,C,90,83,92.67
PRODREC-0001687,MCH-003-02-01,LINE-003-02,PROD-001,2026-01-04,A,91,82,91.2
PRODREC-0001688,MCH-003-02-01,LINE-003-02,PROD-010,2026-01-04,B,117,103,88.2
PRODREC-0001689,MCH-003-02-01,LINE-003-02,PROD-008,2026-01-05,A,107,97,90.69
PRODREC-0001690,MCH-003-02-01,LINE-003-02,PROD-005,2026-01-05,C,101,96,95.79
PRODREC-0001691,MCH-003-02-01,LINE-003-02,PROD-007,2026-01-06,A,94,86,91.98
PRODREC-0001692,MCH-003-02-01,LINE-003-02,PROD-007,2026-01-06,A,149,135,90.65
PRODREC-0001693,MCH-003-02-01,LINE-003-02,PROD-002,2026-01-07,B,82,69,85.35
PRODREC-0001694,MCH-003-02-01,LINE-003-02,PROD-010,2026-01-07,A,105,92,88.5
PRODREC-0001695,MCH-003-02-01,LINE-003-02,PROD-001,2026-01-08,C,113,104,92.53
PRODREC-0001696,MCH-003-02-01,LINE-003-02,PROD-004,2026-01-08,A,123,105,85.89
PRODREC-0001697,MCH-003-02-01,LINE-003-02,PROD-007,2026-01-09,B,81,81,100.0
PRODREC-0001698,MCH-003-02-01,LINE-003-02,PROD-010,2026-01-09,A,126,112,89.4
PRODREC-0001699,MCH-003-02-01,LINE-003-02,PROD-004,2026-01-10,A,103,58,56.59
PRODREC-0001700,MCH-003-02-01,LINE-003-02,PROD-001,2026-01-10,B,111,55,49.94
PRODREC-0001701,MCH-003-02-01,LINE-003-02,PROD-005,2026-01-11,A,145,145,100.0
PRODREC-0001702,MCH-003-02-01,LINE-003-02,PROD-009,2026-01-11,C,142,139,98.24
PRODREC-0001703,MCH-003-02-01,LINE-003-02,PROD-010,2026-01-12,C,120,120,100.0
PRODREC-0001704,MCH-003-02-01,LINE-003-02,PROD-001,2026-01-12,C,107,105,98.21
PRODREC-0001705,MCH-003-02-01,LINE-003-02,PROD-006,2026-01-13,B,122,111,91.26
PRODREC-0001706,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-13,A,133,115,86.84
PRODREC-0001707,MCH-003-02-01,LINE-003-02,PROD-004,2026-01-14,B,131,123,94.63
PRODREC-0001708,MCH-003-02-01,LINE-003-02,PROD-004,2026-01-14,A,136,126,92.87
PRODREC-0001709,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-15,B,116,110,95.21
PRODREC-0001710,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-15,B,81,73,91.24
PRODREC-0001711,MCH-003-02-01,LINE-003-02,PROD-002,2026-01-16,B,93,88,95.1
PRODREC-0001712,MCH-003-02-01,LINE-003-02,PROD-005,2026-01-16,B,144,118,82.29
PRODREC-0001713,MCH-003-02-01,LINE-003-02,PROD-010,2026-01-17,B,129,121,94.46
PRODREC-0001714,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-17,C,108,103,96.24
PRODREC-0001715,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-18,A,85,72,85.6
PRODREC-0001716,MCH-003-02-01,LINE-003-02,PROD-002,2026-01-18,C,95,89,94.4
PRODREC-0001717,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-19,A,109,99,91.58
PRODREC-0001718,MCH-003-02-01,LINE-003-02,PROD-006,2026-01-19,A,135,126,93.47
PRODREC-0001719,MCH-003-02-01,LINE-003-02,PROD-007,2026-01-20,C,148,128,86.77
PRODREC-0001720,MCH-003-02-01,LINE-003-02,PROD-008,2026-01-20,A,129,118,91.86
PRODREC-0001721,MCH-003-02-01,LINE-003-02,PROD-009,2026-01-21,B,110,108,98.39
PRODREC-0001722,MCH-003-02-01,LINE-003-02,PROD-006,2026-01-21,C,89,83,93.44
PRODREC-0001723,MCH-003-02-01,LINE-003-02,PROD-006,2026-01-22,B,114,112,98.9
PRODREC-0001724,MCH-003-02-01,LINE-003-02,PROD-009,2026-01-22,B,105,100,95.38
PRODREC-0001725,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-23,C,94,93,99.0
PRODREC-0001726,MCH-003-02-01,LINE-003-02,PROD-001,2026-01-23,B,92,83,90.31
PRODREC-0001727,MCH-003-02-01,LINE-003-02,PROD-005,2026-01-24,A,122,119,97.58
PRODREC-0001728,MCH-003-02-01,LINE-003-02,PROD-009,2026-01-24,A,122,113,93.27
PRODREC-0001729,MCH-003-02-01,LINE-003-02,PROD-010,2026-01-25,B,93,88,94.92
PRODREC-0001730,MCH-003-02-01,LINE-003-02,PROD-004,2026-01-25,A,144,132,92.17
PRODREC-0001731,MCH-003-02-01,LINE-003-02,PROD-001,2026-01-26,B,115,111,96.59
PRODREC-0001732,MCH-003-02-01,LINE-003-02,PROD-008,2026-01-26,B,98,91,93.52
PRODREC-0001733,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-27,A,144,133,92.46
PRODREC-0001734,MCH-003-02-01,LINE-003-02,PROD-008,2026-01-27,A,117,111,95.51
PRODREC-0001735,MCH-003-02-01,LINE-003-02,PROD-001,2026-01-28,B,133,116,87.76
PRODREC-0001736,MCH-003-02-01,LINE-003-02,PROD-002,2026-01-28,A,134,124,92.86
PRODREC-0001737,MCH-003-02-01,LINE-003-02,PROD-009,2026-01-29,C,135,135,100.0
PRODREC-0001738,MCH-003-02-01,LINE-003-02,PROD-007,2026-01-29,B,137,120,88.04
PRODREC-0001739,MCH-003-02-01,LINE-003-02,PROD-006,2026-01-30,B,148,142,96.23
PRODREC-0001740,MCH-003-02-01,LINE-003-02,PROD-003,2026-01-30,B,120,116,96.84
PRODREC-0001741,MCH-003-02-02,LINE-003-02,PROD-005,2026-01-01,C,107,94,87.88
PRODREC-0001742,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-01,A,107,92,86.85
PRODREC-0001743,MCH-003-02-02,LINE-003-02,PROD-005,2026-01-02,C,142,107,76.0
PRODREC-0001744,MCH-003-02-02,LINE-003-02,PROD-001,2026-01-02,A,132,121,92.38
PRODREC-0001745,MCH-003-02-02,LINE-003-02,PROD-004,2026-01-03,A,127,122,96.55
PRODREC-0001746,MCH-003-02-02,LINE-003-02,PROD-004,2026-01-03,B,127,103,81.79
PRODREC-0001747,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-04,C,117,113,96.81
PRODREC-0001748,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-04,B,89,81,91.34
PRODREC-0001749,MCH-003-02-02,LINE-003-02,PROD-009,2026-01-05,C,146,115,79.27
PRODREC-0001750,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-05,A,125,117,94.07
PRODREC-0001751,MCH-003-02-02,LINE-003-02,PROD-008,2026-01-06,A,104,93,90.2
PRODREC-0001752,MCH-003-02-02,LINE-003-02,PROD-001,2026-01-06,A,99,82,83.43
PRODREC-0001753,MCH-003-02-02,LINE-003-02,PROD-005,2026-01-07,A,121,103,85.22
PRODREC-0001754,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-07,C,91,84,92.99
PRODREC-0001755,MCH-003-02-02,LINE-003-02,PROD-004,2026-01-08,C,146,120,82.76
PRODREC-0001756,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-08,A,121,108,89.42
PRODREC-0001757,MCH-003-02-02,LINE-003-02,PROD-003,2026-01-09,C,95,78,82.6
PRODREC-0001758,MCH-003-02-02,LINE-003-02,PROD-007,2026-01-09,A,106,98,92.48
PRODREC-0001759,MCH-003-02-02,LINE-003-02,PROD-002,2026-01-10,B,106,93,88.47
PRODREC-0001760,MCH-003-02-02,LINE-003-02,PROD-007,2026-01-10,C,126,110,87.51
PRODREC-0001761,MCH-003-02-02,LINE-003-02,PROD-002,2026-01-11,B,130,109,84.46
PRODREC-0001762,MCH-003-02-02,LINE-003-02,PROD-004,2026-01-11,A,147,133,90.77
PRODREC-0001763,MCH-003-02-02,LINE-003-02,PROD-009,2026-01-12,C,143,129,90.75
PRODREC-0001764,MCH-003-02-02,LINE-003-02,PROD-007,2026-01-12,A,92,86,93.68
PRODREC-0001765,MCH-003-02-02,LINE-003-02,PROD-001,2026-01-13,B,132,103,78.59
PRODREC-0001766,MCH-003-02-02,LINE-003-02,PROD-002,2026-01-13,B,82,82,100.0
PRODREC-0001767,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-14,B,103,95,93.08
PRODREC-0001768,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-14,C,110,108,98.69
PRODREC-0001769,MCH-003-02-02,LINE-003-02,PROD-005,2026-01-15,B,100,89,89.65
PRODREC-0001770,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-15,A,119,109,91.71
PRODREC-0001771,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-16,C,86,82,96.35
PRODREC-0001772,MCH-003-02-02,LINE-003-02,PROD-004,2026-01-16,A,112,95,85.29
PRODREC-0001773,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-17,C,98,89,90.92
PRODREC-0001774,MCH-003-02-02,LINE-003-02,PROD-003,2026-01-17,B,126,108,86.37
PRODREC-0001775,MCH-003-02-02,LINE-003-02,PROD-009,2026-01-18,B,138,124,90.38
PRODREC-0001776,MCH-003-02-02,LINE-003-02,PROD-001,2026-01-18,B,92,84,92.17
PRODREC-0001777,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-19,B,93,74,80.35
PRODREC-0001778,MCH-003-02-02,LINE-003-02,PROD-007,2026-01-19,B,134,114,85.37
PRODREC-0001779,MCH-003-02-02,LINE-003-02,PROD-009,2026-01-20,B,117,104,89.03
PRODREC-0001780,MCH-003-02-02,LINE-003-02,PROD-003,2026-01-20,C,137,109,80.22
PRODREC-0001781,MCH-003-02-02,LINE-003-02,PROD-007,2026-01-21,A,140,126,90.63
PRODREC-0001782,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-21,C,134,112,84.03
PRODREC-0001783,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-22,A,87,73,84.22
PRODREC-0001784,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-22,A,80,68,85.34
PRODREC-0001785,MCH-003-02-02,LINE-003-02,PROD-001,2026-01-23,B,117,97,83.68
PRODREC-0001786,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-23,A,87,74,85.38
PRODREC-0001787,MCH-003-02-02,LINE-003-02,PROD-002,2026-01-24,B,147,129,88.22
PRODREC-0001788,MCH-003-02-02,LINE-003-02,PROD-003,2026-01-24,B,103,88,85.6
PRODREC-0001789,MCH-003-02-02,LINE-003-02,PROD-002,2026-01-25,C,132,115,87.8
PRODREC-0001790,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-25,B,109,103,94.66
PRODREC-0001791,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-26,A,144,120,83.97
PRODREC-0001792,MCH-003-02-02,LINE-003-02,PROD-009,2026-01-26,B,126,107,85.54
PRODREC-0001793,MCH-003-02-02,LINE-003-02,PROD-004,2026-01-27,C,149,132,88.64
PRODREC-0001794,MCH-003-02-02,LINE-003-02,PROD-001,2026-01-27,B,98,88,90.07
PRODREC-0001795,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-28,C,99,79,80.2
PRODREC-0001796,MCH-003-02-02,LINE-003-02,PROD-001,2026-01-28,C,119,101,85.61
PRODREC-0001797,MCH-003-02-02,LINE-003-02,PROD-006,2026-01-29,A,94,65,69.71
PRODREC-0001798,MCH-003-02-02,LINE-003-02,PROD-001,2026-01-29,B,111,50,45.68
PRODREC-0001799,MCH-003-02-02,LINE-003-02,PROD-009,2026-01-30,A,97,87,90.05
PRODREC-0001800,MCH-003-02-02,LINE-003-02,PROD-010,2026-01-30,C,123,109,89.13
PRODREC-0001801,MCH-003-02-03,LINE-003-02,PROD-002,2026-01-01,B,81,74,92.23
PRODREC-0001802,MCH-003-02-03,LINE-003-02,PROD-005,2026-01-01,A,135,123,91.8
PRODREC-0001803,MCH-003-02-03,LINE-003-02,PROD-001,2026-01-02,B,84,75,89.71
PRODREC-0001804,MCH-003-02-03,LINE-003-02,PROD-002,2026-01-02,A,88,76,86.99
PRODREC-0001805,MCH-003-02-03,LINE-003-02,PROD-008,2026-01-03,B,100,100,100.0
PRODREC-0001806,MCH-003-02-03,LINE-003-02,PROD-010,2026-01-03,B,148,124,84.27
PRODREC-0001807,MCH-003-02-03,LINE-003-02,PROD-004,2026-01-04,A,124,116,93.82
PRODREC-0001808,MCH-003-02-03,LINE-003-02,PROD-006,2026-01-04,C,117,116,99.52
PRODREC-0001809,MCH-003-02-03,LINE-003-02,PROD-007,2026-01-05,B,94,85,91.21
PRODREC-0001810,MCH-003-02-03,LINE-003-02,PROD-007,2026-01-05,A,137,127,93.2
PRODREC-0001811,MCH-003-02-03,LINE-003-02,PROD-005,2026-01-06,C,141,138,98.36
PRODREC-0001812,MCH-003-02-03,LINE-003-02,PROD-007,2026-01-06,B,89,76,85.97
PRODREC-0001813,MCH-003-02-03,LINE-003-02,PROD-005,2026-01-07,A,146,136,93.56
PRODREC-0001814,MCH-003-02-03,LINE-003-02,PROD-007,2026-01-07,C,113,108,95.93
PRODREC-0001815,MCH-003-02-03,LINE-003-02,PROD-004,2026-01-08,B,109,62,57.36
PRODREC-0001816,MCH-003-02-03,LINE-003-02,PROD-003,2026-01-08,A,97,50,52.35
PRODREC-0001817,MCH-003-02-03,LINE-003-02,PROD-007,2026-01-09,A,106,95,89.68
PRODREC-0001818,MCH-003-02-03,LINE-003-02,PROD-010,2026-01-09,B,109,108,99.2
PRODREC-0001819,MCH-003-02-03,LINE-003-02,PROD-009,2026-01-10,B,117,102,87.63
PRODREC-0001820,MCH-003-02-03,LINE-003-02,PROD-008,2026-01-10,C,125,106,85.49
PRODREC-0001821,MCH-003-02-03,LINE-003-02,PROD-002,2026-01-11,A,83,72,87.28
PRODREC-0001822,MCH-003-02-03,LINE-003-02,PROD-007,2026-01-11,C,88,84,95.69
PRODREC-0001823,MCH-003-02-03,LINE-003-02,PROD-001,2026-01-12,B,137,127,93.39
PRODREC-0001824,MCH-003-02-03,LINE-003-02,PROD-009,2026-01-12,B,133,119,89.99
PRODREC-0001825,MCH-003-02-03,LINE-003-02,PROD-009,2026-01-13,C,80,74,93.16
PRODREC-0001826,MCH-003-02-03,LINE-003-02,PROD-005,2026-01-13,A,86,81,94.57
PRODREC-0001827,MCH-003-02-03,LINE-003-02,PROD-002,2026-01-14,C,135,111,82.65
PRODREC-0001828,MCH-003-02-03,LINE-003-02,PROD-001,2026-01-14,A,133,117,88.5
PRODREC-0001829,MCH-003-02-03,LINE-003-02,PROD-004,2026-01-15,C,145,135,93.55
PRODREC-0001830,MCH-003-02-03,LINE-003-02,PROD-004,2026-01-15,C,96,86,90.08
PRODREC-0001831,MCH-003-02-03,LINE-003-02,PROD-010,2026-01-16,A,89,89,100.0
PRODREC-0001832,MCH-003-02-03,LINE-003-02,PROD-005,2026-01-16,B,83,75,91.41
PRODREC-0001833,MCH-003-02-03,LINE-003-02,PROD-001,2026-01-17,A,109,99,90.84
PRODREC-0001834,MCH-003-02-03,LINE-003-02,PROD-004,2026-01-17,C,140,129,92.21
PRODREC-0001835,MCH-003-02-03,LINE-003-02,PROD-006,2026-01-18,C,118,109,92.41
PRODREC-0001836,MCH-003-02-03,LINE-003-02,PROD-009,2026-01-18,B,147,135,92.22
PRODREC-0001837,MCH-003-02-03,LINE-003-02,PROD-010,2026-01-19,A,90,82,91.99
PRODREC-0001838,MCH-003-02-03,LINE-003-02,PROD-010,2026-01-19,A,122,118,97.0
PRODREC-0001839,MCH-003-02-03,LINE-003-02,PROD-007,2026-01-20,B,135,112,83.12
PRODREC-0001840,MCH-003-02-03,LINE-003-02,PROD-009,2026-01-20,B,102,94,92.67
PRODREC-0001841,MCH-003-02-03,LINE-003-02,PROD-006,2026-01-21,C,85,77,90.91
PRODREC-0001842,MCH-003-02-03,LINE-003-02,PROD-006,2026-01-21,A,147,130,88.9
PRODREC-0001843,MCH-003-02-03,LINE-003-02,PROD-003,2026-01-22,A,97,52,54.43
PRODREC-0001844,MCH-003-02-03,LINE-003-02,PROD-004,2026-01-22,A,119,75,63.19
PRODREC-0001845,MCH-003-02-03,LINE-003-02,PROD-008,2026-01-23,C,126,119,95.15
PRODREC-0001846,MCH-003-02-03,LINE-003-02,PROD-002,2026-01-23,C,113,111,98.64
PRODREC-0001847,MCH-003-02-03,LINE-003-02,PROD-006,2026-01-24,C,132,130,98.52
PRODREC-0001848,MCH-003-02-03,LINE-003-02,PROD-003,2026-01-24,C,113,106,94.27
PRODREC-0001849,MCH-003-02-03,LINE-003-02,PROD-005,2026-01-25,C,113,108,96.11
PRODREC-0001850,MCH-003-02-03,LINE-003-02,PROD-003,2026-01-25,B,141,129,91.52
PRODREC-0001851,MCH-003-02-03,LINE-003-02,PROD-005,2026-01-26,B,91,87,96.47
PRODREC-0001852,MCH-003-02-03,LINE-003-02,PROD-002,2026-01-26,A,149,132,89.03
PRODREC-0001853,MCH-003-02-03,LINE-003-02,PROD-007,2026-01-27,B,107,92,86.24
PRODREC-0001854,MCH-003-02-03,LINE-003-02,PROD-008,2026-01-27,B,112,111,99.91
PRODREC-0001855,MCH-003-02-03,LINE-003-02,PROD-004,2026-01-28,A,99,97,98.27
PRODREC-0001856,MCH-003-02-03,LINE-003-02,PROD-009,2026-01-28,B,82,75,92.36
PRODREC-0001857,MCH-003-02-03,LINE-003-02,PROD-002,2026-01-29,C,88,74,85.09
PRODREC-0001858,MCH-003-02-03,LINE-003-02,PROD-001,2026-01-29,A,144,137,95.17
PRODREC-0001859,MCH-003-02-03,LINE-003-02,PROD-006,2026-01-30,A,94,83,88.56
PRODREC-0001860,MCH-003-02-03,LINE-003-02,PROD-006,2026-01-30,B,127,114,90.31
PRODREC-0001861,MCH-003-02-04,LINE-003-02,PROD-003,2026-01-01,C,88,86,97.74
PRODREC-0001862,MCH-003-02-04,LINE-003-02,PROD-003,2026-01-01,C,98,91,93.21
PRODREC-0001863,MCH-003-02-04,LINE-003-02,PROD-008,2026-01-02,C,82,82,100.0
PRODREC-0001864,MCH-003-02-04,LINE-003-02,PROD-004,2026-01-02,A,100,95,95.4
PRODREC-0001865,MCH-003-02-04,LINE-003-02,PROD-010,2026-01-03,B,82,42,52.03
PRODREC-0001866,MCH-003-02-04,LINE-003-02,PROD-007,2026-01-03,A,114,71,62.81
PRODREC-0001867,MCH-003-02-04,LINE-003-02,PROD-002,2026-01-04,B,103,99,96.21
PRODREC-0001868,MCH-003-02-04,LINE-003-02,PROD-002,2026-01-04,C,90,83,92.75
PRODREC-0001869,MCH-003-02-04,LINE-003-02,PROD-005,2026-01-05,C,126,121,96.38
PRODREC-0001870,MCH-003-02-04,LINE-003-02,PROD-003,2026-01-05,A,88,87,99.19
PRODREC-0001871,MCH-003-02-04,LINE-003-02,PROD-003,2026-01-06,C,104,98,95.17
PRODREC-0001872,MCH-003-02-04,LINE-003-02,PROD-007,2026-01-06,A,114,114,100.0
PRODREC-0001873,MCH-003-02-04,LINE-003-02,PROD-003,2026-01-07,A,112,106,95.52
PRODREC-0001874,MCH-003-02-04,LINE-003-02,PROD-010,2026-01-07,A,99,94,95.18
PRODREC-0001875,MCH-003-02-04,LINE-003-02,PROD-003,2026-01-08,A,141,135,96.15
PRODREC-0001876,MCH-003-02-04,LINE-003-02,PROD-001,2026-01-08,C,88,88,100.0
PRODREC-0001877,MCH-003-02-04,LINE-003-02,PROD-005,2026-01-09,A,93,92,99.33
PRODREC-0001878,MCH-003-02-04,LINE-003-02,PROD-002,2026-01-09,A,123,120,98.0
PRODREC-0001879,MCH-003-02-04,LINE-003-02,PROD-006,2026-01-10,C,117,107,91.65
PRODREC-0001880,MCH-003-02-04,LINE-003-02,PROD-009,2026-01-10,B,149,149,100.0
PRODREC-0001881,MCH-003-02-04,LINE-003-02,PROD-007,2026-01-11,C,126,122,96.93
PRODREC-0001882,MCH-003-02-04,LINE-003-02,PROD-006,2026-01-11,C,92,83,91.02
PRODREC-0001883,MCH-003-02-04,LINE-003-02,PROD-004,2026-01-12,C,99,99,100.0
PRODREC-0001884,MCH-003-02-04,LINE-003-02,PROD-001,2026-01-12,A,117,117,100.0
PRODREC-0001885,MCH-003-02-04,LINE-003-02,PROD-010,2026-01-13,A,130,120,92.71
PRODREC-0001886,MCH-003-02-04,LINE-003-02,PROD-006,2026-01-13,A,88,84,95.72
PRODREC-0001887,MCH-003-02-04,LINE-003-02,PROD-007,2026-01-14,C,96,89,92.85
PRODREC-0001888,MCH-003-02-04,LINE-003-02,PROD-008,2026-01-14,B,136,133,98.12
PRODREC-0001889,MCH-003-02-04,LINE-003-02,PROD-010,2026-01-15,A,127,119,94.45
PRODREC-0001890,MCH-003-02-04,LINE-003-02,PROD-002,2026-01-15,C,93,93,100.0
PRODREC-0001891,MCH-003-02-04,LINE-003-02,PROD-002,2026-01-16,C,125,121,97.57
PRODREC-0001892,MCH-003-02-04,LINE-003-02,PROD-008,2026-01-16,C,143,135,94.66
PRODREC-0001893,MCH-003-02-04,LINE-003-02,PROD-008,2026-01-17,B,108,108,100.0
PRODREC-0001894,MCH-003-02-04,LINE-003-02,PROD-006,2026-01-17,A,83,74,89.39
PRODREC-0001895,MCH-003-02-04,LINE-003-02,PROD-007,2026-01-18,B,125,110,88.46
PRODREC-0001896,MCH-003-02-04,LINE-003-02,PROD-005,2026-01-18,B,88,88,100.0
PRODREC-0001897,MCH-003-02-04,LINE-003-02,PROD-002,2026-01-19,C,140,121,86.81
PRODREC-0001898,MCH-003-02-04,LINE-003-02,PROD-005,2026-01-19,A,83,78,94.77
PRODREC-0001899,MCH-003-02-04,LINE-003-02,PROD-003,2026-01-20,C,96,96,100.0
PRODREC-0001900,MCH-003-02-04,LINE-003-02,PROD-002,2026-01-20,C,144,131,91.41
PRODREC-0001901,MCH-003-02-04,LINE-003-02,PROD-009,2026-01-21,B,124,117,94.75
PRODREC-0001902,MCH-003-02-04,LINE-003-02,PROD-009,2026-01-21,B,119,116,98.23
PRODREC-0001903,MCH-003-02-04,LINE-003-02,PROD-002,2026-01-22,A,101,63,62.6
PRODREC-0001904,MCH-003-02-04,LINE-003-02,PROD-005,2026-01-22,B,143,91,63.86
PRODREC-0001905,MCH-003-02-04,LINE-003-02,PROD-004,2026-01-23,B,141,130,92.35
PRODREC-0001906,MCH-003-02-04,LINE-003-02,PROD-008,2026-01-23,A,141,132,94.27
PRODREC-0001907,MCH-003-02-04,LINE-003-02,PROD-005,2026-01-24,B,83,78,94.13
PRODREC-0001908,MCH-003-02-04,LINE-003-02,PROD-010,2026-01-24,B,118,111,94.91
PRODREC-0001909,MCH-003-02-04,LINE-003-02,PROD-010,2026-01-25,B,126,124,98.44
PRODREC-0001910,MCH-003-02-04,LINE-003-02,PROD-008,2026-01-25,A,134,125,93.33
PRODREC-0001911,MCH-003-02-04,LINE-003-02,PROD-006,2026-01-26,A,106,99,94.27
PRODREC-0001912,MCH-003-02-04,LINE-003-02,PROD-008,2026-01-26,A,131,130,99.27
PRODREC-0001913,MCH-003-02-04,LINE-003-02,PROD-003,2026-01-27,C,135,113,83.82
PRODREC-0001914,MCH-003-02-04,LINE-003-02,PROD-004,2026-01-27,C,105,98,93.35
PRODREC-0001915,MCH-003-02-04,LINE-003-02,PROD-010,2026-01-28,B,128,76,59.66
